YEAR,Customer_num ,Establishment_Date,Number_of_Emp,Profit,Sector,Region,Total Risk ,Total Limit,Sales
2010,RATI9498XIR,38550,31,134163,MANUFACTURING,Marmara Region,3092008,3454268,0
2016,RATI3639QHO,40657,5,152178,RETAIL-WHOLESALE,Mediterranean Region,1790888,4850649,0
2014,RATI4808GPZ,39862,3,281706,OTHERS,Central Anatolia Region,59157,82501,0
2014,RATI2184HNC,36895,5,,RETAIL-WHOLESALE,Marmara Region,475031,1051211,3
2016,RATI6621OZH,36243,7,,OTHERS,Marmara Region,90166,277864,3
2010,RATI3479TKS,35965,,,RETAIL-WHOLESALE,Marmara Region,15612,114245,3
2017,RATI5841IVK,41304,1,56235,OTHERS,Central Anatolia Region,512422,1344279,0
2017,RATI6758SGP,39996,1,,MANUFACTURING,Marmara Region,77108,102615,3
2017,RATI4923MJQ,38383,8,110204,MANUFACTURING,Central Anatolia Region,140888,267941,0
2010,RATI5997VLY,35950,,7360,MANUFACTURING,Central Anatolia Region,234573,341269,0
2014,RATI2121TDT,34645,3,,RETAIL-WHOLESALE,Marmara Region,12740,47041,3
2015,RATI4539NJO,34352,4,,RETAIL-WHOLESALE,Marmara Region,31723,95232,3
2017,RATI7528KVD,40792,6,,OTHERS,Marmara Region,238294,299866,3
2013,RATI3305NZF,40346,5,13271,RETAIL-WHOLESALE,Marmara Region,1265786,2476390,0
2012,RATI5266VUV,35912,6,,MANUFACTURING,Central Anatolia Region,49682,143203,3
2015,RATI4481XIT,37380,68,385508,MANUFACTURING,Marmara Region,1510780,5573936,1
2016,RATI5767YDP,38449,12,-17194,RETAIL-WHOLESALE,Marmara Region,687558,885763,0
2013,RATI3434ZRV,40541,1,12830,SERVICES,Southeastern Anatolia Region,412925,538977,0
2010,RATI4618WAQ,39226,8,115912,RETAIL-WHOLESALE,Marmara Region,220065,1177176,0
2016,RATI1664BLB,37645,27,-103115,MANUFACTURING,Marmara Region,796056,1375379,0
2016,RATI6553RQF,35826,9,-446156,RETAIL-WHOLESALE,Mediterranean Region,932561,1617661,0
2015,RATI6245IHU,39497,1,140297,RETAIL-WHOLESALE,Marmara Region,312152,585000,0
2014,RATI8657JTC,36371,3,-7383,OTHERS,Mediterranean Region,308319,1315659,1
2017,RATI6943JQK,34898,30,217635,MANUFACTURING,Central Anatolia Region,2413753,5870340,0
2017,RATI5359YVY,41354,2,14546,RETAIL-WHOLESALE,Marmara Region,340109,759569,0
2015,RATI2722VQC,37254,3,281917,RETAIL-WHOLESALE,Marmara Region,851448,1597729,1
2012,RATI7461BZW,39543,7,30174,RETAIL-WHOLESALE,Marmara Region,619382,771825,0
2013,RATI9589QFP,38397,167,,OTHERS,Central Anatolia Region,889253,2831631,3
2010,RATI7581OHO,39079,,,MANUFACTURING,Marmara Region,385605,1063046,3
2014,RATI6510CSC,39347,7,164901,SERVICES,Marmara Region,323066,5020051,1
2017,RATI2670VED,40280,9,,RETAIL-WHOLESALE,Central Anatolia Region,990269,1416109,3
2015,RATI7581OHO,39085,57,-678082,MANUFACTURING,Marmara Region,458551,897205,1
2015,RATI5944QLZ,39320,3,61253,OTHERS,Aegean Region,2504324,5405249,0
2012,RATI6447LJJ,38429,5,73435,RETAIL-WHOLESALE,Central Anatolia Region,2009253,2106100,1
2017,RATI6581TIR,38564,26,64292,RETAIL-WHOLESALE,Marmara Region,677137,1859470,0
2016,RATI8490HBB,39544,18,,RETAIL-WHOLESALE,Marmara Region,48651,1063420,3
2012,RATI6486UGP,38709,4,,RETAIL-WHOLESALE,Marmara Region,,,3
2015,RATI3182QCV,40344,6,-209536,OTHERS,Marmara Region,661723,820527,0
2015,RATI5459HNS,37213,5,297529,RETAIL-WHOLESALE,Central Anatolia Region,177333,1171242,0
2015,RATI3437GIJ,39530,5,34744,RETAIL-WHOLESALE,Marmara Region,97197,1019286,0
2015,RATI7812WFE,40966,3,,RETAIL-WHOLESALE,,7315,50866,3
2013,RATI2919GSG,34303,92,128862,OTHERS,Marmara Region,1051169,1743337,1
2013,RATI6639FTX,38643,20,199242,RETAIL-WHOLESALE,Aegean Region,1827241,3866458,1
2013,RATI6494NTC,35829,8,,RETAIL-WHOLESALE,Marmara Region,86154,309927,3
2010,RATI7005NFI,39021,,-504391,RETAIL-WHOLESALE,Marmara Region,67144,81108,1
2012,RATI4641SMD,38350,2,71023,RETAIL-WHOLESALE,Aegean Region,737156,1467798,0
2011,RATI3110ZTX,35826,3,27844,RETAIL-WHOLESALE,Southeastern Anatolia Region,1938219,4938571,0
2013,RATI7403XCD,37485,1,-110314,RETAIL-WHOLESALE,Eastern Anatolia Region,335977,538023,0
2016,RATI2921RQF,38955,26,51624,SERVICES,Black Sea Region,807642,1113403,0
2016,RATI1928EEL,37226,5,,OTHERS,Marmara Region,29969,341983,3
2014,RATI4841WFL,30991,19,126625,RETAIL-WHOLESALE,Marmara Region,592187,1795806,1
2011,RATI1315XJR,38447,11,81208,RETAIL-WHOLESALE,Black Sea Region,1898562,4993585,1
2010,RATI9811HSM,34150,,252169,MANUFACTURING,Marmara Region,2193986,2426793,0
2014,RATI7478RZG,40218,4,35382,RETAIL-WHOLESALE,Marmara Region,298056,940099,0
2015,RATI8333LLW,37705,4,9179,MANUFACTURING,Aegean Region,204422,565471,0
2010,RATI4542QVS,38485,,-118766,OTHERS,,80957,129739,0
2013,RATI4659CRX,35442,5,264799,OTHERS,Marmara Region,0,88315,0
2017,RATI5587VWB,34918,6,-258850,RETAIL-WHOLESALE,Central Anatolia Region,3654639,6982251,1
2015,RATI5003MMW,39586,10,31676,OTHERS,Marmara Region,293848,965036,0
2015,RATI8168LEK,35935,20,295946,MANUFACTURING,,1437701,7626940,1
2011,RATI6931CNT,35810,4,14651,RETAIL-WHOLESALE,Aegean Region,178881,422139,0
2012,RATI2867XIR,35435,10,95820,RETAIL-WHOLESALE,Black Sea Region,897588,8910189,1
2015,RATI7313OFA,39488,29,,OTHERS,Marmara Region,51901,490795,3
2016,RATI6376HNC,34766,3,6038,RETAIL-WHOLESALE,Central Anatolia Region,91230,715856,0
2015,RATI8020ZUD,40576,6,36546,MANUFACTURING,Marmara Region,3321781,6596212,0
2013,RATI7918BWN,40579,2,14406,RETAIL-WHOLESALE,Mediterranean Region,328018,482502,0
2016,RATI5301CSR,37198,1,-44566,RETAIL-WHOLESALE,,863402,4518528,0
2016,RATI9870ZXH,40590,5,,RETAIL-WHOLESALE,Marmara Region,6887,310813,3
2013,RATI3488MCD,39253,19,-292765,SERVICES,Central Anatolia Region,965093,1223364,0
2012,RATI1505XLV,37328,2,290904,RETAIL-WHOLESALE,Mediterranean Region,93687,597668,1
2017,RATI4219QFX,39763,16,,RETAIL-WHOLESALE,Aegean Region,369622,998322,3
2012,RATI6208HAI,33898,31,-173599,MANUFACTURING,Marmara Region,870700,1174723,0
2011,RATI1077KXC,33463,14,,RETAIL-WHOLESALE,Aegean Region,81605,1710304,3
2016,RATI3690SOG,40041,5,92273,OTHERS,Aegean Region,1408745,5292418,0
2015,RATI5907TTA,40588,11,14321,MANUFACTURING,Marmara Region,823410,3905845,0
2016,RATI9172BEF,35415,16,,MANUFACTURING,Aegean Region,,,3
2017,RATI7504TKY,35068,1,22376,RETAIL-WHOLESALE,Mediterranean Region,612946,1865407,0
2014,RATI1524NBM,37632,8,22144,MANUFACTURING,Marmara Region,120161,1535750,0
2014,RATI9981DUH,39855,2,714225,RETAIL-WHOLESALE,Marmara Region,407593,696249,1
2013,RATI4263FQZ,37147,12,148111,SERVICES,Marmara Region,39744,3243512,0
2017,RATI9598YPQ,37404,7,-8417,OTHERS,Black Sea Region,142340,440793,0
2013,RATI8426KMR,38716,3,32263,RETAIL-WHOLESALE,Marmara Region,213621,341001,0
2014,RATI8667PFO,36838,9,606,MANUFACTURING,Marmara Region,163252,431560,0
2013,RATI7461BZW,39553,8,10720,RETAIL-WHOLESALE,Marmara Region,1168414,1627266,0
2017,RATI3270KNL,37702,18,,MANUFACTURING,Southeastern Anatolia Region,28435,2955864,3
2016,RATI8876PUV,36184,9,97174,MANUFACTURING,Marmara Region,104097,134724,0
2013,RATI5300HOB,28213,8,,RETAIL-WHOLESALE,Marmara Region,,,3
2010,RATI9071MIO,36307,,640066,OTHERS,Marmara Region,287431,775776,1
2014,RATI3437GIJ,39524,5,72448,RETAIL-WHOLESALE,Marmara Region,66494,1117976,0
2014,RATI7420QAD,38275,7,,MANUFACTURING,Marmara Region,829304,4108753,3
2016,RATI7112ETB,32719,2,10436,RETAIL-WHOLESALE,Aegean Region,617779,1521460,0
2012,RATI1676MBN,38740,5,364459,OTHERS,,231652,676763,0
2017,RATI1442QNH,36206,10,62384,RETAIL-WHOLESALE,Eastern Anatolia Region,459215,749061,0
2014,RATI6427EQM,40237,12,,RETAIL-WHOLESALE,,116032,206406,3
2016,RATI1193MXO,40193,5,,RETAIL-WHOLESALE,Marmara Region,96196,2414930,3
2015,RATI9133ZGA,34826,15,88430,MANUFACTURING,Mediterranean Region,139236,2268976,0
2016,RATI1465JQF,39002,22,-362362,RETAIL-WHOLESALE,,283774,841902,1
2015,RATI4568OJL,37615,17,90010,OTHERS,Marmara Region,193775,1575585,1
2013,RATI3580APS,34997,3,25798,RETAIL-WHOLESALE,Mediterranean Region,1054893,1605577,0
2014,RATI9091HNJ,34350,5,55002,RETAIL-WHOLESALE,Mediterranean Region,607373,976321,0
2012,RATI3473XGQ,32186,15,-378,RETAIL-WHOLESALE,,402274,757477,0
2013,RATI5346BWF,39658,6,66594,OTHERS,,336430,471017,0
2014,RATI4908SQM,37599,13,168618,MANUFACTURING,Marmara Region,127284,2795673,0
2015,RATI3275DXN,37638,19,195831,MANUFACTURING,Marmara Region,221847,969676,0
2017,RATI9298VOV,34954,1,128421,SERVICES,Mediterranean Region,607670,887775,0
2010,RATI2964KYX,38143,5,87071,RETAIL-WHOLESALE,Central Anatolia Region,1243469,2298659,1
2012,RATI8309IIK,37301,31,,SERVICES,Marmara Region,1004395,2051225,3
2017,RATI5969CEP,35796,2,17316,RETAIL-WHOLESALE,Central Anatolia Region,830770,4467362,0
2014,RATI2576GBO,37058,16,,OTHERS,Marmara Region,148198,1456083,3
2011,RATI4731MNW,35068,15,-18532,SERVICES,Aegean Region,196158,479522,0
2012,RATI3352MNZ,38382,10,,MANUFACTURING,Southeastern Anatolia Region,495466,1178593,3
2016,RATI8546NOU,40941,17,,RETAIL-WHOLESALE,,207669,473943,3
2016,RATI8693EKX,39627,7,185782,MANUFACTURING,Mediterranean Region,724881,5052025,1
2013,RATI9931FRN,38000,13,-757915,RETAIL-WHOLESALE,Black Sea Region,66726,507408,0
2014,RATI7174RPY,35436,10,85180,SERVICES,Marmara Region,262971,2792664,1
2016,RATI7385BOV,37324,1,12764,RETAIL-WHOLESALE,Marmara Region,407280,578486,0
2015,RATI9634BWZ,40099,2,-84563,RETAIL-WHOLESALE,Marmara Region,49051,586344,0
2014,RATI8517AJY,37286,5,,MANUFACTURING,Mediterranean Region,157074,781504,3
2016,RATI8118OIO,40827,4,390869,RETAIL-WHOLESALE,Marmara Region,37918,29759,1
2016,RATI2931IGG,38157,26,204808,OTHERS,Marmara Region,1276910,4088262,1
2016,RATI4855NIU,41800,26,-17823,RETAIL-WHOLESALE,Mediterranean Region,1434651,2563378,0
2011,RATI7505PGE,39459,3,10952,MANUFACTURING,Central Anatolia Region,463608,683202,0
2010,RATI2845MAK,37639,21,46996,MANUFACTURING,Marmara Region,85969,282645,0
2012,RATI6293MLI,35042,5,67045,RETAIL-WHOLESALE,,1089082,3072226,0
2015,RATI1948SVF,32919,34,117671,OTHERS,Marmara Region,1093529,4502391,0
2017,RATI4294RMK,41287,2,1758,RETAIL-WHOLESALE,Mediterranean Region,169542,955036,0
2013,RATI2230OYL,36896,5,,RETAIL-WHOLESALE,Marmara Region,61172,333612,3
2012,RATI8125WAE,39663,5,549809,OTHERS,Marmara Region,128452,256498,0
2016,RATI2007JFU,41974,27,80944,RETAIL-WHOLESALE,Eastern Anatolia Region,556132,3346557,0
2010,RATI7546TXH,37987,6,17501,RETAIL-WHOLESALE,Central Anatolia Region,1015664,1201822,0
2015,RATI4987ORC,37441,30,,MANUFACTURING,Marmara Region,12902,379077,3
2015,RATI7563DMA,35729,17,,MANUFACTURING,Marmara Region,701877,1430647,3
2016,RATI3148MFT,40501,10,-26204,RETAIL-WHOLESALE,Central Anatolia Region,948010,3032200,0
2014,RATI7446JUZ,36270,14,60632,MANUFACTURING,Aegean Region,666295,2890204,0
2016,RATI2676IPJ,32487,1,-1378262,MANUFACTURING,,415409,3609350,0
2011,RATI6794RUL,32902,8,63316,RETAIL-WHOLESALE,Central Anatolia Region,69490,411819,0
2010,RATI4084INI,38359,9,,RETAIL-WHOLESALE,,157886,366515,3
2015,RATI3385QBL,38537,12,583479,OTHERS,Marmara Region,1326945,2185220,0
2014,RATI3879YAU,24213,10,163834,RETAIL-WHOLESALE,Marmara Region,1938434,7431902,0
2010,RATI3997JFQ,31607,,-42995,RETAIL-WHOLESALE,Marmara Region,1534482,1563941,0
2013,RATI5981AYF,39295,5,,OTHERS,,397957,512335,3
2014,RATI3864FEH,38360,33,65304,RETAIL-WHOLESALE,Marmara Region,2986024,4338434,1
2011,RATI9313UXR,35512,48,127672,RETAIL-WHOLESALE,Marmara Region,1563497,2399130,1
2013,RATI3681VTC,37252,37,26784,SERVICES,Southeastern Anatolia Region,0,5923230,0
2017,RATI3008CLU,42535,10,-67164,RETAIL-WHOLESALE,Aegean Region,1418390,2823849,0
2015,RATI8340DJS,35998,8,-554693,RETAIL-WHOLESALE,Marmara Region,785486,2279244,0
2017,RATI5460IXX,42505,7,16708,RETAIL-WHOLESALE,Southeastern Anatolia Region,862446,3100209,0
2016,RATI3879YAU,24209,10,142417,RETAIL-WHOLESALE,Marmara Region,1956573,7374302,0
2016,RATI6266RSY,37664,4,120235,OTHERS,Marmara Region,554922,1603856,0
2016,RATI5762DDK,35936,1,386949,RETAIL-WHOLESALE,,404446,2712252,1
2015,RATI5223NVT,35810,12,,OTHERS,Marmara Region,67143,197934,3
2017,RATI6689OQR,41318,7,15390,RETAIL-WHOLESALE,Aegean Region,1920714,2647245,0
2014,RATI5280DOZ,40510,5,63878,OTHERS,Central Anatolia Region,1859340,2607102,0
2013,RATI1486JKM,35394,21,538467,MANUFACTURING,Mediterranean Region,134988,2390161,0
2010,RATI3550IEA,34035,,,RETAIL-WHOLESALE,Black Sea Region,231187,424779,3
2016,RATI3679ZLT,38948,12,24131,RETAIL-WHOLESALE,Central Anatolia Region,1319822,3550498,0
2015,RATI8065RVC,33661,7,420881,RETAIL-WHOLESALE,Mediterranean Region,947001,3224563,1
2016,RATI6943JQK,34885,29,158472,MANUFACTURING,Central Anatolia Region,2698673,5127656,0
2014,RATI6724PUZ,34604,3,,RETAIL-WHOLESALE,Central Anatolia Region,410507,1582117,3
2012,RATI9811HSM,34142,15,218528,MANUFACTURING,Marmara Region,1299765,2056037,0
2013,RATI5103QNP,35821,1,,MANUFACTURING,Aegean Region,316270,1013158,3
2016,RATI6036JGD,41317,6,-2018581,SERVICES,Marmara Region,261492,682827,0
2015,RATI1454CHR,39273,47,51319,MANUFACTURING,Aegean Region,1279840,6314068,0
2015,RATI3671CTI,34755,5,123322,RETAIL-WHOLESALE,,490875,629234,0
2014,RATI8826QQF,39784,20,-67779,RETAIL-WHOLESALE,Marmara Region,79400,286718,0
2013,RATI4362KRT,35455,19,,MANUFACTURING,Mediterranean Region,1754663,4054709,3
2010,RATI5731RIB,38324,,95028,RETAIL-WHOLESALE,,348302,2378957,0
2016,RATI2906DNE,41063,2,1156176,RETAIL-WHOLESALE,,56764,49259,0
2012,RATI3103DTH,37328,4,191692,SERVICES,,1096413,1899696,0
2014,RATI6706NPO,40752,6,1540,MANUFACTURING,Central Anatolia Region,1615705,3010666,0
2013,RATI8943SCY,40212,202,,SERVICES,Mediterranean Region,2636492,9166195,3
2010,RATI8194RHH,33268,4,,RETAIL-WHOLESALE,Aegean Region,402747,786836,3
2015,RATI8235QJU,34938,43,279271,SERVICES,Marmara Region,2180288,5213829,0
2015,RATI1390INW,40946,3,128637,MANUFACTURING,Marmara Region,444511,538619,0
2014,RATI5693OAC,36610,28,86767,RETAIL-WHOLESALE,Black Sea Region,529087,1698707,0
2010,RATI8235QJU,34953,24,1105040,SERVICES,Marmara Region,703966,987596,1
2016,RATI3362NVX,36303,1,,RETAIL-WHOLESALE,Black Sea Region,251728,714810,3
2012,RATI8551NKF,39450,3,70202,RETAIL-WHOLESALE,Black Sea Region,204564,508560,0
2012,RATI2880DZI,34883,38,,MANUFACTURING,Marmara Region,596046,1069094,3
2014,RATI2282NQB,28534,26,172861,RETAIL-WHOLESALE,,4183243,14488808,1
2017,RATI6339SNI,39854,33,78881,RETAIL-WHOLESALE,Marmara Region,1111375,1427604,0
2013,RATI2970WDH,40452,3,,RETAIL-WHOLESALE,Marmara Region,5090311,11506322,3
2016,RATI7446IJJ,38235,16,139700,MANUFACTURING,Marmara Region,401427,2581918,0
2016,RATI9500ZWR,39947,34,,MANUFACTURING,,78626,1332183,3
2015,RATI1015EBB,36153,18,39246,MANUFACTURING,Marmara Region,292769,2144179,0
2017,RATI8656ZDB,41285,19,41808,RETAIL-WHOLESALE,Marmara Region,2044364,5365210,0
2016,RATI1474ORY,38234,10,,RETAIL-WHOLESALE,Marmara Region,1132,3285410,3
2016,RATI7062JQC,37923,15,,OTHERS,Marmara Region,522023,10672130,3
2013,RATI3156NCT,35081,20,11177,MANUFACTURING,Marmara Region,1792761,2464670,0
2010,RATI4747PXL,29674,,936560,RETAIL-WHOLESALE,Central Anatolia Region,1098040,6214834,0
2010,RATI1597MPI,36323,5,115955,OTHERS,Marmara Region,459491,1008521,1
2016,RATI2358SIN,33970,5,32891,RETAIL-WHOLESALE,Marmara Region,1838876,5501759,0
2011,RATI3665AEQ,37671,2,,RETAIL-WHOLESALE,Mediterranean Region,15113,167731,3
2015,RATI2674GIM,40697,1,,SERVICES,Black Sea Region,1129625,724977,3
2016,RATI5326MDX,40342,12,49965,RETAIL-WHOLESALE,Aegean Region,669608,3078325,0
2017,RATI7592SAU,36475,2,16528,RETAIL-WHOLESALE,Mediterranean Region,2049257,2970003,1
2015,RATI7381NWH,35068,5,45925,OTHERS,,2599236,5586243,0
2014,RATI2708WNK,40020,6,173006,RETAIL-WHOLESALE,Marmara Region,136542,524799,0
2010,RATI9179YBK,38656,,,RETAIL-WHOLESALE,Marmara Region,197302,308397,3
2013,RATI3729LTR,36215,24,99143,MANUFACTURING,Central Anatolia Region,1591325,3792661,1
2014,RATI9310BBC,34350,5,70574,OTHERS,Marmara Region,6850,65326,0
2014,RATI2801ZXB,34715,5,15678,RETAIL-WHOLESALE,Mediterranean Region,170601,1097575,0
2014,RATI2397DWT,38906,10,293008,SERVICES,Marmara Region,1398097,5927668,0
2012,RATI4531XFQ,35819,7,75246,SERVICES,,840866,816582,0
2013,RATI7735TSE,37632,85,-2012530,MANUFACTURING,Mediterranean Region,461590,3570828,1
2016,RATI2711DOD,34565,95,41477,OTHERS,Black Sea Region,3656041,5656912,1
2016,RATI1257XSB,36462,17,-699865,OTHERS,Marmara Region,711925,5522357,0
2012,RATI4735KJL,38544,1,,MANUFACTURING,Central Anatolia Region,19059,3068263,3
2017,RATI9822AVJ,36529,1,849408,OTHERS,Central Anatolia Region,269665,5038125,0
2017,RATI7740CVO,40304,1,-7639,RETAIL-WHOLESALE,Mediterranean Region,431762,3054464,0
2014,RATI1600TQM,35783,12,143342,SERVICES,,858768,2580132,0
2016,RATI9590OUQ,32893,10,530909,RETAIL-WHOLESALE,Eastern Anatolia Region,719406,6538466,1
2017,RATI2349YWY,36746,6,81760,RETAIL-WHOLESALE,Marmara Region,65082,263268,0
2011,RATI3206OAF,38353,2,,RETAIL-WHOLESALE,Central Anatolia Region,77075,1548115,3
2013,RATI2142HGW,37694,10,-16362,RETAIL-WHOLESALE,Aegean Region,133010,768960,0
2013,RATI8144DFI,39347,21,49090,RETAIL-WHOLESALE,Marmara Region,1087396,2343703,1
2014,RATI7917FUT,38355,23,-133063,RETAIL-WHOLESALE,Mediterranean Region,2817791,3790916,0
2010,RATI6000GZL,38718,23,41736,MANUFACTURING,Marmara Region,2348680,3253685,1
2010,RATI1331NZD,38470,254,44638,OTHERS,Aegean Region,769454,1022884,0
2013,RATI9869PNQ,37518,5,13766,MANUFACTURING,Marmara Region,29903,279994,0
2016,RATI8048OAL,35026,4,,RETAIL-WHOLESALE,Marmara Region,206144,1169546,3
2017,RATI2565IVW,40222,7,14380,RETAIL-WHOLESALE,Marmara Region,287065,2546853,0
2011,RATI5718AHC,34316,42,18688,MANUFACTURING,Aegean Region,1605484,3726442,0
2011,RATI9812MBX,38551,10,-223477,OTHERS,,430738,1545932,0
2016,RATI3772YUT,41745,3,36578,RETAIL-WHOLESALE,Marmara Region,4315823,11985505,0
2011,RATI8414OFS,38206,5,,OTHERS,Marmara Region,5332,204077,3
2010,RATI1256DMN,38817,,,RETAIL-WHOLESALE,Marmara Region,88665,220792,3
2017,RATI7704CFD,41853,3,-1766296,SERVICES,Mediterranean Region,1286133,2213135,0
2015,RATI6300PWU,32855,9,256024,RETAIL-WHOLESALE,Marmara Region,284759,1064678,0
2016,RATI4987ORC,37466,44,94807,MANUFACTURING,Marmara Region,8931,505576,1
2011,RATI6485OXA,39644,5,50823,OTHERS,Mediterranean Region,9978,36835,1
2012,RATI7374KXI,35808,8,64591,RETAIL-WHOLESALE,Marmara Region,2852131,5098218,0
2017,RATI4731MBR,34014,155,,MANUFACTURING,Mediterranean Region,727544,775751,3
2016,RATI5797IXU,41563,2,-142882,MANUFACTURING,,6798,31184,0
2011,RATI6018JRO,36556,10,,MANUFACTURING,Aegean Region,544408,1349134,3
2016,RATI5699XRV,39193,11,113054,RETAIL-WHOLESALE,,1627607,2604863,0
2011,RATI9931FRN,38017,13,155532,RETAIL-WHOLESALE,Black Sea Region,1059033,2334278,0
2011,RATI7799VLR,39471,4,5490,SERVICES,Marmara Region,234543,468737,0
2017,RATI1285TZM,34759,6,26453,RETAIL-WHOLESALE,Marmara Region,63229,1139666,0
2015,RATI7566GKB,38845,13,-173024,RETAIL-WHOLESALE,Marmara Region,712098,2513635,0
2012,RATI4424ASP,39591,5,62471,OTHERS,Marmara Region,187612,5795239,0
2016,RATI3186YID,40580,2,18928,OTHERS,Aegean Region,233033,1071256,0
2017,RATI2269ZYZ,39526,25,168602,SERVICES,Marmara Region,293492,1863040,0
2010,RATI6514IVB,32785,1111,15868,RETAIL-WHOLESALE,Marmara Region,119140,1283703,0
2013,RATI3723SSI,35803,15,27505,RETAIL-WHOLESALE,Central Anatolia Region,323946,779656,0
2015,RATI3556ADO,40043,22,539997,RETAIL-WHOLESALE,Marmara Region,605532,4470580,0
2015,RATI6059FTD,35094,4,,RETAIL-WHOLESALE,Marmara Region,528463,2112480,3
2013,RATI4571VVV,34564,48,1349579,MANUFACTURING,Marmara Region,119659,2065751,1
2013,RATI5755PBU,38370,31,-482773,OTHERS,Aegean Region,193939,695523,0
2012,RATI3410EHA,35773,11,9539,MANUFACTURING,Central Anatolia Region,172855,526276,0
2010,RATI8978PJD,38710,13,49897,RETAIL-WHOLESALE,Aegean Region,416312,1163692,1
2016,RATI5341CDW,39233,15,127951,SERVICES,Marmara Region,161731,231992,0
2013,RATI7138OMB,40015,10,7827,MANUFACTURING,Mediterranean Region,132454,490119,0
2012,RATI9487XER,35933,11,,RETAIL-WHOLESALE,,1662619,2114867,3
2012,RATI8081VHW,34256,12,,RETAIL-WHOLESALE,Aegean Region,135076,329122,3
2017,RATI7688LYE,34896,8,1786,MANUFACTURING,Aegean Region,1663144,6190798,0
2014,RATI1447WTY,39740,4,-46367,RETAIL-WHOLESALE,Marmara Region,51557,308594,0
2017,RATI5499IXA,40413,1,76891,MANUFACTURING,,1471218,3663793,0
2012,RATI9047KCY,40055,9,9854,MANUFACTURING,Central Anatolia Region,136928,372145,0
2012,RATI7577XQW,36881,363,141195,RETAIL-WHOLESALE,,1090783,2877524,1
2012,RATI4481GNN,35091,7,,RETAIL-WHOLESALE,Mediterranean Region,133545,960920,3
2017,RATI7471VNT,36808,1,,RETAIL-WHOLESALE,Marmara Region,12464,375483,3
2015,RATI9604UHH,36901,11,-170674,RETAIL-WHOLESALE,Marmara Region,3013227,5208204,0
2017,RATI4714CSY,33630,3,332922,MANUFACTURING,Marmara Region,2446330,4657213,0
2010,RATI4235BTP,37268,,39620,MANUFACTURING,Marmara Region,21808,557901,0
2011,RATI1356JTQ,35184,12,627922,RETAIL-WHOLESALE,Marmara Region,1989174,10174384,1
2017,RATI7923DFN,35551,2,-6836,MANUFACTURING,Marmara Region,229165,248205,0
2011,RATI1626MVM,34738,10,75203,RETAIL-WHOLESALE,Marmara Region,593636,4189169,0
2012,RATI8784IFC,39517,10,,RETAIL-WHOLESALE,Eastern Anatolia Region,948309,1305143,3
2014,RATI4918TXH,38098,2,31761,MANUFACTURING,Eastern Anatolia Region,950905,3189103,0
2012,RATI2777TPB,32179,3,,RETAIL-WHOLESALE,Marmara Region,22727,143257,3
2015,RATI5832IOB,36176,3,9870,RETAIL-WHOLESALE,Marmara Region,2654139,4440213,0
2017,RATI9377KQG,39161,5,,RETAIL-WHOLESALE,Black Sea Region,355395,939195,3
2014,RATI9323XQR,33881,15,,RETAIL-WHOLESALE,Marmara Region,125449,1330031,3
2013,RATI4501YUD,32160,6,,MANUFACTURING,Marmara Region,48033,120872,3
2016,RATI2147FWN,39819,5,,RETAIL-WHOLESALE,Marmara Region,73170,233968,3
2010,RATI5010RGR,37885,,,RETAIL-WHOLESALE,Mediterranean Region,65154,446120,3
2014,RATI7484DBJ,34380,9,83401,RETAIL-WHOLESALE,Aegean Region,263429,1568635,1
2016,RATI9651UMI,40448,4,,RETAIL-WHOLESALE,Marmara Region,21766,135680,3
2016,RATI5852LAA,39865,26,139790,RETAIL-WHOLESALE,Southeastern Anatolia Region,1091381,1887278,0
